"ID","ProvideJobs","Prices","HealthCare","Elderly","Industry","Unemployed","IncInequal","College","Housing","Environment"
1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,4,1,4,4,4,4,4,2,4,4
1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,4,1,2,1,1,4,1,1,1,1
1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,2,1,1,1,2,1,1,1,1,1
1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,1,1,1,1,1,1,1,1,1,1
1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,1,1,2,2,2,2,2,2,2,2
1606,2,1,1,1,1,1,1,1,1,1
1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,2,1,1,1,1,2,2,2,2,1
1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,2,2,1,1,3,1,1,1,1,1
1619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,4,1,2,2,2,2,4,2,3,1
1621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626,2,1,1,3,3,4,4,2,3,3
1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1636,1,1,1,1,2,1,3,1,2,1
1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,1,2,1,1,2,3,1,1,1,1
1640,3,1,2,1,2,2,2,2,2,1
1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,2,2,2,2,2,3,2,1,2,1
1648,2,2,2,2,1,2,NA,2,2,1
1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,3,4,1,1,2,2,2,1,2,1
1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,4,2,4,4,3,4,3,2,3,2
1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,4,2,3,1,3,4,4,4,3,2
1664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,4,4,4,4,4,4,4,4,4,4
1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,2,2,3,2,2,2,2,1,2,1
1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,4,3,2,2,2,2,3,2,2,2
1687,2,1,2,1,1,3,3,1,2,1
1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,3,1,2,3,3,3,3,1,2,2
1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,NA,1,1,1,NA,2,4,1,1,1
1692,3,3,2,2,2,2,3,2,2,2
1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,4,4,4,3,3,3,4,2,2,2
1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,4,1,1,1,1,3,3,2,2,1
1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,2,1,1,1,1,2,1,1,2,1
1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,4,2,4,2,2,4,3,NA,2,1
1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,1,1,1,1,2,2,1,1,1,1
1718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,2,2,1,1,1,3,NA,1,1,1
1720,NA,1,1,1,1,2,1,1,1,1
1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,1,1,1,1,2,2,2,1,1,1
1729,3,3,2,2,2,3,2,2,2,2
1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,4,1,1,1,1,2,3,1,2,3
1734,2,1,1,1,1,1,1,1,1,1
1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,3,1,1,1,1,3,3,1,2,2
1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,4,1,1,1,2,1,2,1,1,1
1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,2,1,1,1,2,2,1,1,2,1
1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,2,2,1,1,1,1,1,1,1,1
1770,3,2,2,1,1,3,3,1,2,1
1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,3,2,2,2,2,3,2,1,2,1
1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,NA,1,1,1,1,3,2,1,2,1
1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,2,1,2,1,2,3,2,1,2,2
1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,2,2,2,1,2,2,2,2,2,2
1787,1,1,1,1,2,2,1,2,2,2
1788,2,2,2,2,NA,2,2,2,2,2
1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,1,1,1,1,1,2,NA,1,2,NA
1792,1,1,1,1,3,NA,NA,1,1,2
1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,2,1,2,2,2,2,2,2,2,2
1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,4,1,2,1,NA,4,2,1,NA,1
1801,4,1,1,1,1,4,4,2,4,2
1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1814,2,2,1,1,2,2,4,1,2,2
1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1816,1,2,1,1,1,2,2,1,2,1
1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1832,1,1,1,1,2,2,1,1,3,2
1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839,4,1,1,1,1,1,4,1,1,1
1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,3,1,1,1,1,2,4,2,2,1
1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,2,1,1,1,2,2,2,1,3,2
1852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,4,1,1,1,4,4,4,1,1,1
1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865,2,1,2,2,3,2,2,2,2,2
1866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,1,1,1,1,1,1,4,1,1,1
1868,1,1,2,1,1,2,3,1,2,2
1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,4,4,2,2,3,3,3,3,3,3
1874,2,2,2,2,2,3,3,1,2,2
1875,3,1,1,1,1,2,2,1,2,1
1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,NA,1,1,1,1,2,1,1,1,1
1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,2,2,1,1,2,2,2,1,2,1
1889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,4,2,3,2,2,2,3,3,3,2
1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,4,4,3,3,3,3,4,2,3,2
1898,3,2,2,2,3,3,3,2,2,1
1899,3,2,1,1,2,NA,NA,1,1,1
1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,2,2,1,1,1,3,1,1,1,1
1903,3,1,1,1,1,2,NA,1,NA,1
1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,NA,1,1,NA,NA,2,2,1,NA,1
1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,2,1,1,1,3,1,2,1,1,1
1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,2,2,1,2,2,2,1,1,1,1
1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,2,1,2,1,2,2,3,3,2,2
1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,2,1,1,1,2,3,2,1,2,1
1921,1,1,1,1,2,2,1,1,1,3
1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,2,2,2,2,2,2,4,1,2,2
1925,4,3,2,1,2,3,1,1,2,1
1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,4,2,2,2,2,3,4,2,3,1
1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,3,1,2,2,2,2,4,1,2,1
1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,NA,3,2,1,2,3,NA,NA,2,2
1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,3,1,2,2,4,4,3,2,3,2
1968,1,1,1,1,1,1,1,1,2,1
1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,NA,2,NA,1,2,4,1,1,NA,1
1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,4,2,2,1,2,2,2,2,2,1
1976,2,2,2,2,2,2,3,3,2,2
1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,3,1,2,1,1,1,NA,1,1,1
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,3,3,2,2,NA,4,4,2,3,1
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,1,1,1,1,2,3,1,1,1,2
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,1,1,1,1,NA,2,NA,1,1,2
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,NA,1,1,1,1,NA,1,1,1,1
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2,1,1,1,2,1,1,1,1,1
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,4,1,1,1,4,1,1,1,1,1
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,2,3,1,1,1,2,2,2,2,1
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,1,1,1,1,1,2,2,1,1,1
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,4,2,1,1,1,2,1,1,1,1
2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
